city,time_grain,datetime,date,hour,weekday,is_weekend,season,bike_count,temp,rain,humidity,wind
Seoul,day,,2025-07-27,,6,1,summer,79637,,,,
Seoul,day,,2025-07-28,,0,0,summer,119821,,,,
Seoul,day,,2025-07-29,,1,0,summer,122990,,,,
Seoul,day,,2025-07-30,,2,0,summer,126211,,,,
Seoul,day,,2025-07-31,,3,0,summer,130749,,,,
Seoul,day,,2025-08-01,,4,0,summer,125617,,,,
Seoul,day,,2025-08-02,,5,1,summer,96593,,,,
Seoul,day,,2025-08-03,,6,1,summer,71584,,,,
Seoul,day,,2025-08-04,,0,0,summer,121343,,,,
Seoul,day,,2025-08-05,,1,0,summer,138016,,,,
Seoul,day,,2025-08-06,,2,0,summer,85551,,,,
Seoul,day,,2025-08-07,,3,0,summer,138009,,,,
Seoul,day,,2025-08-08,,4,0,summer,141953,,,,
Seoul,day,,2025-08-09,,5,1,summer,101048,,,,
Seoul,day,,2025-08-10,,6,1,summer,106669,,,,
Seoul,day,,2025-08-11,,0,0,summer,148097,,,,
Seoul,day,,2025-08-12,,1,0,summer,148462,,,,
Seoul,day,,2025-08-13,,2,0,summer,26358,,,,
Seoul,day,,2025-08-14,,3,0,summer,80292,,,,
Seoul,day,,2025-08-15,,4,0,summer,91508,,,,
Seoul,day,,2025-08-16,,5,1,summer,108989,,,,
Seoul,day,,2025-08-17,,6,1,summer,104200,,,,
Seoul,day,,2025-08-18,,0,0,summer,108972,,,,
Seoul,day,,2025-08-19,,1,0,summer,140133,,,,
Seoul,day,,2025-08-20,,2,0,summer,142193,,,,
Seoul,day,,2025-08-21,,3,0,summer,141946,,,,
Seoul,day,,2025-08-22,,4,0,summer,141081,,,,
Seoul,day,,2025-08-23,,5,1,summer,114416,,,,
Seoul,day,,2025-08-24,,6,1,summer,98956,,,,
Seoul,day,,2025-08-25,,0,0,summer,112103,,,,
Seoul,day,,2025-08-26,,1,0,summer,119257,,,,
Seoul,day,,2025-08-27,,2,0,summer,148795,,,,
Seoul,day,,2025-08-28,,3,0,summer,148655,,,,
Seoul,day,,2025-08-29,,4,0,summer,110681,,,,
Seoul,day,,2025-08-30,,5,1,summer,94645,,,,
Seoul,day,,2025-08-31,,6,1,summer,103141,,,,
Seoul,day,,2025-09-01,,0,0,fall,89505,,,,
Seoul,day,,2025-09-02,,1,0,fall,154043,,,,
Seoul,day,,2025-09-03,,2,0,fall,155137,,,,
Seoul,day,,2025-09-04,,3,0,fall,99885,,,,
Seoul,day,,2025-09-05,,4,0,fall,152734,,,,
Seoul,day,,2025-09-06,,5,1,fall,57076,,,,
Seoul,day,,2025-09-07,,6,1,fall,116306,,,,
Seoul,day,,2025-09-08,,0,0,fall,152244,,,,
Seoul,day,,2025-09-09,,1,0,fall,165312,,,,
Seoul,day,,2025-09-10,,2,0,fall,165850,,,,
Seoul,day,,2025-09-11,,3,0,fall,166213,,,,
Seoul,day,,2025-09-12,,4,0,fall,106264,,,,
Seoul,day,,2025-09-13,,5,1,fall,113756,,,,
Seoul,day,,2025-09-14,,6,1,fall,134624,,,,
Seoul,day,,2025-09-15,,0,0,fall,165350,,,,
Seoul,day,,2025-09-16,,1,0,fall,107807,,,,
Seoul,day,,2025-09-17,,2,0,fall,84085,,,,
Seoul,day,,2025-09-18,,3,0,fall,168436,,,,
Seoul,day,,2025-09-19,,4,0,fall,62549,,,,
Seoul,day,,2025-09-20,,5,1,fall,112491,,,,
Seoul,day,,2025-09-21,,6,1,fall,146261,,,,
Seoul,day,,2025-09-22,,0,0,fall,169403,,,,
Seoul,day,,2025-09-23,,1,0,fall,173588,,,,
Seoul,day,,2025-09-24,,2,0,fall,69988,,,,
Seoul,day,,2025-09-25,,3,0,fall,157348,,,,
Seoul,day,,2025-09-26,,4,0,fall,176011,,,,
Seoul,day,,2025-09-27,,5,1,fall,153156,,,,
Seoul,day,,2025-09-28,,6,1,fall,77626,,,,
Seoul,day,,2025-09-29,,0,0,fall,168321,,,,
Seoul,day,,2025-09-30,,1,0,fall,170957,,,,
Seoul,day,,2025-10-01,,2,0,fall,169645,,,,
Seoul,day,,2025-10-02,,3,0,fall,175022,,,,
Seoul,day,,2025-10-03,,4,0,fall,89958,,,,
Seoul,day,,2025-10-04,,5,1,fall,113200,,,,
Seoul,day,,2025-10-05,,6,1,fall,53623,,,,
Seoul,day,,2025-10-06,,0,0,fall,10493,,,,
Seoul,day,,2025-10-07,,1,0,fall,26673,,,,
Seoul,day,,2025-10-08,,2,0,fall,126692,,,,
Seoul,day,,2025-10-09,,3,0,fall,113032,,,,
Seoul,day,,2025-10-10,,4,0,fall,13940,,,,
Seoul,day,,2025-10-11,,5,1,fall,55778,,,,
Seoul,day,,2025-10-12,,6,1,fall,108470,,,,
Seoul,day,,2025-10-13,,0,0,fall,28942,,,,
Seoul,day,,2025-10-14,,1,0,fall,130815,,,,
Seoul,day,,2025-10-15,,2,0,fall,119889,,,,
Seoul,day,,2025-10-16,,3,0,fall,152150,,,,
Seoul,day,,2025-10-17,,4,0,fall,112547,,,,
Seoul,day,,2025-10-18,,5,1,fall,99434,,,,
Seoul,day,,2025-10-19,,6,1,fall,116010,,,,
Seoul,day,,2025-10-20,,0,0,fall,131385,,,,
Seoul,day,,2025-10-21,,1,0,fall,134711,,,,
Seoul,day,,2025-10-22,,2,0,fall,145056,,,,
Seoul,day,,2025-10-23,,3,0,fall,151468,,,,
Seoul,day,,2025-10-24,,4,0,fall,154755,,,,
Seoul,day,,2025-10-25,,5,1,fall,124943,,,,
Seoul,day,,2025-10-26,,6,1,fall,82073,,,,
Seoul,day,,2025-10-27,,0,0,fall,120002,,,,
Seoul,day,,2025-10-28,,1,0,fall,127464,,,,
Seoul,day,,2025-10-29,,2,0,fall,137701,,,,
Seoul,day,,2025-10-30,,3,0,fall,140130,,,,
Seoul,day,,2025-10-31,,4,0,fall,141810,,,,
Seoul,day,,2025-11-01,,5,1,fall,94091,,,,
Seoul,day,,2025-11-02,,6,1,fall,78414,,,,
Seoul,day,,2025-11-03,,0,0,fall,117516,,,,
Seoul,day,,2025-11-04,,1,0,fall,131256,,,,
Seoul,day,,2025-11-05,,2,0,fall,137251,,,,
Seoul,day,,2025-11-06,,3,0,fall,138407,,,,
Seoul,day,,2025-11-07,,4,0,fall,141347,,,,
Seoul,day,,2025-11-08,,5,1,fall,109657,,,,
Seoul,day,,2025-11-09,,6,1,fall,96347,,,,
Seoul,day,,2025-11-10,,0,0,fall,119502,,,,
Seoul,day,,2025-11-11,,1,0,fall,128967,,,,
Seoul,day,,2025-11-12,,2,0,fall,134782,,,,
Seoul,day,,2025-11-13,,3,0,fall,130930,,,,
Seoul,day,,2025-11-14,,4,0,fall,126747,,,,
Seoul,day,,2025-11-15,,5,1,fall,100269,,,,
Seoul,day,,2025-11-16,,6,1,fall,86123,,,,
Seoul,day,,2025-11-17,,0,0,fall,94203,,,,
Seoul,day,,2025-11-18,,1,0,fall,96573,,,,
Seoul,day,,2025-11-19,,2,0,fall,103028,,,,
Seoul,day,,2025-11-20,,3,0,fall,111933,,,,
Seoul,day,,2025-11-21,,4,0,fall,112825,,,,
Seoul,day,,2025-11-22,,5,1,fall,90719,,,,
Seoul,day,,2025-11-23,,6,1,fall,80050,,,,
Seoul,day,,2025-11-24,,0,0,fall,118619,,,,
Seoul,day,,2025-11-25,,1,0,fall,72262,,,,
Seoul,day,,2025-11-26,,2,0,fall,113314,,,,
Seoul,day,,2025-11-27,,3,0,fall,66249,,,,
Seoul,day,,2025-11-28,,4,0,fall,99553,,,,
Seoul,day,,2025-11-29,,5,1,fall,75841,,,,
Seoul,day,,2025-11-30,,6,1,fall,80210,,,,
Seoul,day,,2025-12-01,,0,0,winter,101503,,,,
Seoul,day,,2025-12-02,,1,0,winter,85750,,,,
Seoul,day,,2025-12-03,,2,0,winter,68177,,,,
Seoul,day,,2025-12-04,,3,0,winter,56810,,,,
Seoul,day,,2025-12-05,,4,0,winter,35922,,,,
Seoul,day,,2025-12-06,,5,1,winter,40497,,,,
Seoul,day,,2025-12-07,,6,1,winter,56846,,,,
Seoul,day,,2025-12-08,,0,0,winter,85128,,,,
Seoul,day,,2025-12-09,,1,0,winter,90398,,,,
Seoul,day,,2025-12-10,,2,0,winter,95044,,,,
